"@title","Indonesia"
"#00835","Dispel the fog to increase your town's rank."
"#00836","Materials - Grass<br>Get by creating Fields."
"#00837","Materials - Wood<br>Get by creating Plantations."
"#00838","Materials - Food<br>Get by recruiting a Farmer."
"#00839","Materials - Ore<br>Get by mining Deserts and Caverns."
"#00840","Materials - Mystic Ore<br>Get by mining Red Stones."
"#00841","Build some mining facilities to excavate Energy."
"#00842","The more materials you gather, the more storehouses you'll need to keep them in. How about building a couple?"
"#00843","When the full moon rises, monsters get rowdy. Get out there and defeat them before they can attack the town!"
"#00844","Explore the area for treasure. It'll help us make the kingdom a better place to live!"
"#00845","It's time to take care of that fog! Deploy some allies and expand our territory!"
"#00846","Adventurers that stop at inns may help us fight boss monsters."
"#00847","Try equipping one of the skills you've acquired."
"#00848","Weapons and armor produced by town stores are available for purchase."
"#00849","A shiny monster has appeared. Deploy a party to take it on before it disappears!"
"#00850","Put up some signs to guide visitors from the port to our town."
"#00851","Find the legendary blacksmith and upgrade your weapons!"
"#00852","Helping out your friends with conquests could get you some neat rewards."
"#00853","Getting tourists to visit your town and use your stores is a great way to get copper coins."
"#00854","You can get bonuses for logging in to your Kairo Account."
"#00855","When you discover a new area, move your deployed allies towards the boss."
"#00856","Fighting in an area with good weapon compatibility will boost your attack power."
"#00857","Increasing the workshop level of Weapon and Armor Shops could lead to some exciting new discoveries."
"#00858","When you've got a boss monster on the ropes, it'll start summoning more enemies."
"#00859","Expanding your territory will allow you to add more friends. Blaze that trail!"
"#00860","Think carefully about the best way to use items that affect several residents at once. You'll find them in the List menu."
"#00861","Build lots of storehouses of the same type to increase their storage capacity."
"#00862","Press × to skip the tutorial."
"#00863","There are items out there that can restore wasteland to its former state."
"#00864","Items which are too far away don't get picked up."
"#00865","Keep those coins safe and secure in a Copper Coin Box!"
"#00866","Commoner's House"
"#00867","Royal Room"
"#00868","Weapon Shop"
"#00869","Armor Shop"
"#00870","Item Shop"
"#00871","Furniture Shop"
"#00872","Skill Shop"
"#00873","Inn"
"#00874","Restaurant"
"#00875","Accessory Shop"
"#00876","Recovery Room"
"#00877","Analysis Lab"
"#00878","Research Lab"
"#00879","Hospital"
"#00880","Church"
"#00881","Mansion"
"#00882","Monster House"
"#00883","Survey Corps HQ"
"#00884","Orchard"
"#00885","Santa's House"
"#00886","Studio"
"#00887","Insectarium"
"#00888","Aquarium"
"#00889","Zoo"
"#00890","Museum"
"#00891","Diamonds"
"#00892","=#00001"
"#00893","Grass"
"#00894","Wood"
"#00895","Food"
"#00896","Ore"
"#00897","Mystic Ore"
"#00898","Energy"
"#00899","Job Trade Ticket"
"#00900","Equipment Trade Ticket"
"#00901","Facility Trade Ticket"
"#00902","Item Trade Ticket"
"#00903","Friend Trade Ticket"
"#00904","Copper Coin"
"#00905","Silver Coin"
"#00906","Gold Coin"
"#00907","200 Diamonds"
"#00908","A great chance to get a lot of Diamonds all at once."
"#00909","dia_200_case0"
"#00910","1,000 Diamonds"
"#00911","dia_1000_case0"
"#00912","3,600 Diamonds"
"#00913","dia_3600_case0"
"#00914","8,000 Diamonds"
"#00915","dia_8000_case0"
"#00916","Kairo Land"
"#00917","Get some Diamonds!"
"#00918","Tapjoy"
"#00919","Share Screenshot<br>(With Bonus)"
"#00920","Share a screenshot to get Diamonds!"
"#00921","Share Screenshot<br>(No Bonus)"
"#00922","Share your screenshots!"
"#00923","Write us<br>a review!"
"#00924","Please review the game!"
"#00925","Recover Energy"
"#00926","Completely recover the town's Energy."
"#00927","=#00656"
"#00928","Recovery Potion (L)"
"#00929","Restores 50% of<br>all residents' HP."
"#00930","All residents recovered 50% HP!"
"#00931","Recovery Potion (S)"
"#00932","Restores 50% of<br>one resident's HP."
"#00933","Recovered 50% HP!"
"#00934","Mystic Flute"
"#00935","Moves all residents to the Town Hall.<br>*Does not affect residents on a conquest."
"#00936","Summoned all residents to the Town Hall!<br>*They will leave after some time."
"#00937","Small Flute"
"#00938","Moves one resident to the Town Hall.<br>*Does not affect residents on a conquest."
"#00939","Summoned to the Town Hall!<br>*The resident will leave after some time."
"#00940","Holy Herb"
"#00941","Restores 100% of<br>all residents' MP."
"#00942","Recovered MP!"
"#00943","Sacred Leaf"
"#00944","Restores 100% of<br>one resident's MP."
"#00945","Energizing Stew"
"#00946","Restores 100% of<br>all residents' Vigor."
"#00947","Recovered Vigor!"
"#00948","Energizing Rice Ball"
"#00949","Restores 100% of<br>one resident's Vigor."
"#00950","Mystic Elixir"
"#00951","Increases all residents'<br>Lifespan by 1."
"#00952","+1 to all residents' lifespans!"
"#00953","Homeopathic Elixir"
"#00954","Increases one resident's<br>Lifespan by 1."
"#00955","+1 to lifespan!"
"#00956","Eternal Candle"
"#00957","Makes one resident's Lifespan infinite."
"#00958","Lifespan now infinite!"
"#00959","Awakening Vessel"
"#00960","Wakes up all residents.<br>*Use at night."
"#00961","All residents are awake!<br>No one's getting any sleep tonight."
"#00962","Royal Gift"
"#00963","Grants EXP (all types) to all residents."
"#00964","+<0> to all residents'<br>EXP!"
"#00965","Kairo Flan"
"#00966","Wairo Flan"
"#00967","Kairo Creamy Cake"
"#00968","Wairo Creamy Cake"
"#00969","HP Orb"
"#00970","Increases everyone's HP EXP."
"#00971","HP EXP +<0> for all!"
"#00972","MP Orb"
"#00973","Increases everyone's MP EXP."
"#00974","MP EXP +<0> for all!"
"#00975","Vigor Orb"
"#00976","Increases everyone's Vigor EXP."
"#00977","Vigor EXP +<0> for all!"
"#00978","Power Orb"
"#00979","Increases everyone's ATK EXP."
"#00980","ATK EXP +<0> for all!"
"#00981","Resilience Orb"
"#00982","Increases everyone's DEF EXP."
"#00983","DEF EXP +<0> for all!"
"#00984","Agility Orb"
"#00985","Increases everyone's Speed EXP."
"#00986","Speed EXP +<0> for all!"
"#00987","Fortune Orb"
"#00988","Increases everyone's Luck EXP."
"#00989","Luck EXP +<0> for all!"
"#00990","Miracle Mallet"
"#00991","Instantly complete one facility under construction."
"#00992","Construction complete!"
"#00993","Wisdom Orb"
"#00994","Increases everyone's INT EXP."
"#00995","INT EXP +<0> for all!"
"#00996","Dexterity Orb"
"#00997","Increases everyone's DEX EXP."
"#00998","DEX EXP +<0> for all!"
"#00999","Forage Orb"
"#01000","Increases everyone's Gathering EXP."
"#01001","Gathering EXP +<0> for all!"
"#01002","Travel Orb"
"#01003","Increases everyone's Move EXP."
"#01004","Move EXP +<0> for all!"
"#01005","Fondness Orb"
"#01006","Increases everyone's Love EXP."
"#01007","Love EXP +<0> for all!"
"#01008","Running Shoes"
"#01009","Temporarily increases Move Speed for all residents."
"#01010","Move Speed Up!"
"#01011","Blessed Rain"
"#01012","Restores wasteland to its natural state."
"#01013","All wasteland restored!"
"#01014","Bounty Bag"
"#01015","Contains all kinds of town resources."
"#01016","All materials replenished!"
"#01017","<pic=grass> Pouch"
"#01018","Replenishes this type of material."
"#01019","<pic=grass> replenished!"
"#01020","<pic=wood> Pouch"
"#01021","<pic=wood> replenished!"
"#01022","<pic=food> Pouch"
"#01023","<pic=food> replenished!"
"#01024","<pic=iron> Pouch"
"#01025","<pic=iron> replenished!"
"#01026","<pic=magic> Pouch"
"#01027","<pic=magic> replenished!"
"#01028","Skill Slots Up"
"#01029","Adds an extra skill slot for one resident."
"#01030","+1 Skill Slot"
"#01031","Bronze Trophy"
"#01032","Available from the Trophy Room.<br>For decoration only."
"#01033","It sure is pretty."
"#01034","Silver Trophy"
"#01035","Gold Trophy"
"#01036","Kairo Grail"
"#01037","Crown of Courage"
"#01038","Farm Produce"
"#01039","Nuts"
"#01040","National Flag"
"#01041","Spring Water"
"#01042","Sturdy Board"
"#01043","Large Nail"
"#01044","Strong Rope"
"#01045","High Grade Brick"
"#01046","Iron Ore"
"#01047","Bronze"
"#01048","Gold Nugget"
"#01049","Silk Cloth"
"#01050","Strong Cloth"
"#01051","Pretty Cloth"
"#01052","Medicinal Herb"
"#01053","Leaf of Life"
"#01054","Enchanted Root"
"#01055","Fragrant Flower"
"#01056","Vitality Bottle"
"#01057","Magic Bottle"
"#01058","Mage's Potion"
"#01059","Sorcerer's Potion"
"#01060","Sage's Potion"
"#01061","Energy Drink"
"#01062","Sweet Medicine"
"#01063","Sweet Mushroom"
"#01064","Healthy Mushroom"
"#01065","Fresh Beans"
"#01066","Potato"
"#01067","Radish"
"#01068","Carrot"
"#01069","Onion"
"#01070","Cabbage"
"#01071","Tomato"
"#01072","Sweetcorn"
"#01073","Garlic"
"#01074","Salad"
"#01075","Berry"
"#01076","Orange"
"#01077","Apple"
"#01078","Banana"
"#01079","Pear"
"#01080","Strawberry"
"#01081","Grapes"
"#01082","Melon"
"#01083","Pineapple"
"#01084","Fruit Basket"
"#01085","Sea Snail"
"#01086","Clam"
"#01087","Mackerel"
"#01088","Tuna"
"#01089","Sea Bream"
"#01090","Sea Urchin"
"#01091","Shrimp"
"#01092","Crab"
"#01093","=#00304"
"#01094","=#00301"
"#01095","Meat On The Bone"
"#01096","Cut of Meat"
"#01097","Spit Roast"
"#01098","Marbled Beef"
"#01099","Top-Grade Meat"
"#01100","Veggie Juice"
"#01101","Mixed Fruit Juice"
"#01102","Milk"
"#01103","Grape Juice"
"#01104","Fizzy Juice"
"#01105","Egg"
"#01106","Cheese"
"#01107","Bread"
"#01108","French Toast"
"#01109","Sliced Bread"
"#01110","Hamburger"
"#01111","Donut"
"#01112","Flan"
"#01113","Ice Cream"
"#01114","Cake"
"#01115","Kairo Cake"
"#01116","Fried Potatoes"
"#01117","Sushi"
"#01118","Sashimi Platter"
"#01119","Vegetable Soup"
"#01120","Creamy Soup"
"#01121","Hearty Stew"
"#01122","Beef Stew"
"#01123","Paella"
"#01124","Pizza"
"#01125","Steak"
"#01126","Curry"
"#01127","Rice Omelet"
"#01128","Fried Noodles"
"#01129","Fried Rice"
"#01130","Pasta"
"#01131","Weapon Sample"
"#01132","Shield Sample"
"#01133","Armor Sample"
"#01134","Helmet Sample"
"#01135","Accessory Sample"
"#01136","Sage's Tome"
"#01137","Scroll of Knowledge"
"#01138","Kairo Cookie"
"#01139","Wairo Cookie"
"#01140","D Grade Monarch"
"#01141","Ruler of the kingdom."
"#01142","C Grade Monarch"
"#01143","B Grade Monarch"
"#01144","A Grade Monarch"
"#01145","S Grade Monarch"
"#01146","D Grade Merchant"
"#01147","Needed to analyze treasure and run inns."
"#01148","C Grade Merchant"
"#01149","B Grade Merchant"
"#01150","A Grade Merchant"
"#01151","=#00817"
"#01152","D Grade Farmer"
"#01153","Skilled at tending fields, forestry, and cutting grass."
"#01154","C Grade Farmer"
"#01155","B Grade Farmer"
"#01156","A Grade Farmer"
"#01157","S Grade Farmer"
"#01158","D Grade Carpenter"
"#01159","Skilled at making and repairing things."
"#01160","C Grade Carpenter"
"#01161","B Grade Carpenter"
"#01162","A Grade Carpenter"
"#01163","S Grade Carpenter"
"#01164","D Grade Mover"
"#01165","Skilled at moving materials between towns."
"#01166","C Grade Mover"
"#01167","B Grade Mover"
"#01168","A Grade Mover"
"#01169","S Grade Mover"
"#01170","D Grade Trader"
"#01171","Needed to run shops. Delivers service with a smile!"
"#01172","C Grade Trader"
"#01173","B Grade Trader"
"#01174","A Grade Trader"
"#01175","S Grade Trader"
"#01176","D Grade Researcher"
"#01177","Needed for research."
"#01178","C Grade Researcher"
"#01179","B Grade Researcher"
"#01180","A Grade Researcher"
"#01181","S Grade Researcher"
"#01182","D Grade Cook"
"#01183","Needed for restaurants."
"#01184","C Grade Cook"
"#01185","B Grade Cook"
"#01186","A Grade Cook"
"#01187","S Grade Cook"
"#01188","D Grade Artisan"
"#01189","Makes various household objects."
"#01190","C Grade Artisan"
"#01191","B Grade Artisan"
"#01192","A Grade Artisan"
"#01193","S Grade Artisan"
"#01194","D Grade Blacksmith"
"#01195","Makes weapons and armor."
"#01196","C Grade Blacksmith"
"#01197","B Grade Blacksmith"
"#01198","A Grade Blacksmith"
"#01199","S Grade Blacksmith"
"#01200","D Grade Doctor"
"#01201","A skilled healthcare professional."
"#01202","C Grade Doctor"
"#01203","B Grade Doctor"
"#01204","A Grade Doctor"
"#01205","S Grade Doctor"
"#01206","D Rank Monk"
"#01207","Can revive and extend lifespans."
"#01208","C Rank Monk"
"#01209","B Rank Monk"
"#01210","A Rank Monk"
"#01211","=#00822"
"#01212","D Rank Rancher"
"#01213","Raises livestock."
"#01214","C Rank Rancher"
"#01215","B Rank Rancher"
"#01216","A Rank Rancher"
"#01217","S Rank Rancher"
"#01218","D Rank Guard"
"#01219","A well-balanced soldier protecting the town."
"#01220","C Rank Guard"
"#01221","B Rank Guard"
"#01222","A Rank Guard"
"#01223","=#00823"
"#01224","D Rank Knight"
"#01225","Specializes in attack rather than defense."
"#01226","C Rank Knight"
"#01227","B Rank Knight"
"#01228","A Rank Knight"
"#01229","=#00824"
"#01230","D Rank Mage"
"#01231","Skilled in the use of magic."
"#01232","C Rank Mage"
"#01233","B Rank Mage"
"#01234","A Rank Mage"
"#01235","=#00825"
"#01236","D Rank Paladin"
"#01237","A warrior with superior defense abilities."
"#01238","C Rank Paladin"
"#01239","B Rank Paladin"
"#01240","A Rank Paladin"
"#01241","=#00818"
"#01242","D Rank Gunner"
"#01243","Skilled at using guns for long-range attacks."
"#01244","C Rank Gunner"
"#01245","B Rank Gunner"
"#01246","A Rank Gunner"
"#01247","=#00819"
"#01248","D Rank Archer"
"#01249","Skilled at using bows for long-range attacks."
"#01250","C Rank Archer"
"#01251","B Rank Archer"
"#01252","A Rank Archer"
"#01253","=#00820"
"#01254","D Rank Ninja"
"#01255","A master of speed and stealth."
"#01256","C Rank Ninja"
"#01257","B Rank Ninja"
"#01258","A Rank Ninja"
"#01259","=#00821"
"#01260","D Rank Samurai"
"#01261","A warrior skilled in close-range combat."
"#01262","C Rank Samurai"
"#01263","B Rank Samurai"
"#01264","A Rank Samurai"
"#01265","=#00812"
"#01266","D Rank Viking"
"#01267","A warrior skilled at countering enemy's attacks."
"#01268","C Rank Viking"
"#01269","B Rank Viking"
"#01270","A Rank Viking"
"#01271","=#00813"
"#01272","D Rank Pirate"
"#01273","A warrior skilled at attacking several foes at once."
"#01274","C Rank Pirate"
"#01275","B Rank Pirate"
"#01276","A Rank Pirate"
"#01277","=#00814"
"#01278","D Rank Champion"
"#01279","A well-balanced warrior who can also use magic."
"#01280","C Rank Champion"
"#01281","B Rank Champion"
"#01282","A Rank Champion"
"#01283","=#00815"
"#01284","D Rank Wizard"
"#01285","A master of the most powerful spells."
"#01286","C Rank Wizard"
"#01287","B Rank Wizard"
"#01288","A Rank Wizard"
"#01289","=#00816"
"#01290","Enemy 2"
"#01291","=MID(#01290,1,-1)&'3'"
"#01292","=MID(#01290,1,-1)&'4'"
"#01293","Tourist"
"#01294","F Rank Scholar"
"#01295","Helps others master all types of jobs."
"#01296","=#00827"
"#01297","A legendary figure who visits every year."
"#01298","D Rank Guerilla"
"#01299","Patrols the area on own initiative."
"#01300","C Rank Guerilla"
"#01301","B Rank Guerilla"
"#01302","A Rank Guerilla"
"#01303","S Rank Guerilla"
"#01304","D Rank Magic Knight"
"#01305","Skilled at both physical combat and magic."
"#01306","C Rank Magic Knight"
"#01307","B Rank Magic Knight"
"#01308","A Rank Magic Knight"
"#01309","S Rank Magic Knight"
"#01310","D Rank Berserker"
"#01311","A wild warrior who's all about attacking."
"#01312","C Rank Berserker"
"#01313","B Rank Berserker"
"#01314","A Rank Berserker"
"#01315","S Rank Berserker"
"#01316","D Rank Artist"
"#01317","Creates works of art in a workshop."
"#01318","C Rank Artist"
"#01319","=#01316"
"#01320","A Rank Artist"
"#01321","S Rank Artist"
"#01322","D Rank Entertainer"
"#01323","Needed to run shops that attract more visitors."
"#01324","C Rank Entertainer"
"#01325","B Rank Entertainer"
"#01326","A Rank Entertainer"
"#01327","S Rank Entertainer"
"#01328","D Rank Beast Tamer"
"#01329","Able to capture and tame wild creatures."
"#01330","C Rank Beast Tamer"
"#01331","B Rank Beast Tamer"
"#01332","A Rank Beast Tamer"
"#01333","S Rank Beast Tamer"
"#01334","D Rank Royal"
"#01335","Offspring of an illustrious ruler."
"#01336","C Rank Royal"
"#01337","B Rank Royal"
"#01338","A Rank Royal"
"#01339","S Rank Royal"
"#01340","Royal"
"#01341","Merchant"
"#01342","Farmer"
"#01343","Carpenter"
"#01344","Porter"
"#01345","Trader"
"#01346","Researcher"
"#01347","Cook"
"#01348","Artisan"
"#01349","Blacksmith"
"#01350","Doctor"
"#01351","Monk"
"#01352","Rancher"
"#01353","Guard"
"#01354","Knight"
"#01355","Mage"
"#01356","Paladin"
"#01357","Gunner"
"#01358","Archer"
"#01359","Ninja"
"#01360","Samurai"
"#01361","Viking"
"#01362","Pirate"
"#01363","Champion"
"#01364","Wizard"
"#01365","Scholar"
"#01366","Santa Claus"
"#01367","Guerilla"
"#01368","Magic Knight"
"#01369","Berserker"
"#01370","Artist"
"#01371","Entertainer"
"#01372","Beast Tamer"
"#01373","=#01340"
"#01375","Land"
"#01376","Water"
"#01377","=#01376"
"#01378","=#01376"
"#01379","=#01376"
"#01380","Dirt"
"#01381","=#01380"
"#01382","=#01380"
"#01383","=#00893"
"#01384","Sand"
"#01385","Cliff"
"#01386","Snow"
"#01387","Swamp"
"#01388","Volcano"
"#01389","Snowfield"
"#01390","Desert"
"#01391","=#01388"
"#01392","Rocky Area"
"#01393","=#01387"
"#01394","Plains"
"#01395","Land Boundary"
"#01396","Construction Site"
"#01397","Scheduled Construction Site"
"#01398","Thick Fog"
"#01399","Wasteland"
"#01400","Boundary"
"#01401","Burnt Ruins"
"#01402","Remove"
"#01403","Switch"
"#01404","Land (S)"
"#01405","Land (M)"
"#01406","Land (L)"
"#01407","Land (XL)"
"#01408","Gravel Path"
"#01409","Road"
"#01410","Bridge"
"#01411","Floor"
"#01412","Cave"
"#01413","Entrance"
"#01414","Dungeon Entrance"
"#01415","Interior Door_Unused"
"#01416","Town Hall"
"#01417","Enemy Hall"
"#01418","=#00001"
"#01419","Wharf"
"#01420","Port"
"#01421","=#00340"
"#01422","Nighttime Meeting Place"
"#01423","Low Watchtower"
"#01424","Turret"
"#01425","Resource"
"#01426","Storehouse (Grass)"
"#01427","Storehouse (Wood)"
"#01428","Storehouse (Food)"
"#01429","Storehouse (Ore)"
"#01430","Storehouse (Mystic Ore)"
"#01431","Storehouse (Items)"
"#01432","Storehouse (Energy)"
"#01433","Storehouse (Treasure)"
"#01434","Field"
"#01435","Plantation"
"#01436","Canal"
"#01437","Ranch"
"#01438","Mine: Ore"
"#01439","Mine: Mystic Ore"
"#01440","Mine: Energy"
"#01441","Wall: Fence"
"#01442","Wall: Wood"
"#01443","Defensive Wall"
"#01444","Castle Wall"
"#01445","Gate"
"#01446","Enemy's Wall"
"#01447","Info Board"
"#01448","Temporary Shelter"
"#01449","Outdoor Treasure Lab"
"#01450","Outdoor Research Lab"
"#01451","Wagon Yard"
"#01452","Stables"
"#01453","Wasteland Guide"
"#01454","Well"
"#01455","Rejuvenation Spring"
"#01456","Monster Statue"
"#01457","Monster-Repelling Orb"
"#01458","Monster-Repelling Sword"
"#01459","Monster-Repelling Slate"
"#01460","Windmill"
"#01461","Goddess Statue"
"#01462","Simple Stove"
"#01463","Bonfire"
"#01464","Fountain"
"#01465","Flowerbed"
"#01466","Bushes"
"#01467","Seedlings"
"#01468","Rest Stop"
"#01469","Expedition Hut"
"#01470","Monster Feed"
"#01471","Thorny Trap"
"#01472","Bench"
"#01473","Hard Bed"
"#01474","Bed"
"#01475","Royal Bed"
"#01476","Double Bed"
"#01477","Red Carpet"
"#01478","Fluffy Carpet"
"#01479","Black Mat"
"#01480","Indoor Storage (Grass)"
"#01481","Indoor Storage (Wood)"
"#01482","Indoor Storage (Food)"
"#01483","Indoor Storage (Ore)"
"#01484","Indoor Storage (Mystic Ore)"
"#01485","Register"
"#01486","Store Shelves"
"#01487","Skill Shelves"
"#01488","Furniture Shelves"
"#01489","Treasure Analysis Lab"
"#01490","=#00878"
"#01491","=#00879"
"#01492","Accessory Workshop"
"#01493","Cooking Station"
"#01494","Recovery Station"
"#01495","Furniture Workbench"
"#01496","Weapon Workbench"
"#01497","Armor Workbench"
"#01498","Skill Workbench"
"#01499","Item Workbench"
"#01500","=#00867"
"#01501","Training Room"
"#01502","Shooting Range"
"#01503","Magic Training Ground"
"#01504","Ore Workbench"
"#01505","Desk"
"#01506","Dining Table"
"#01507","Couch"
"#01508","Chair"
"#01509","Rainwater Barrel"
